one_four	two_three	one_two
41	-39	-73
27	-25	26
16	-14	2
20	-18	64
45	-43	70
17	-15	18
21	-19	11
16	-14	103
16	-14	35
17	-15	16
17	-15	16
16	-14	-26
36	-28	29
20	-18	17
117	-18	17
20	-21	17
19	-17	17
19	-17	17
20	-18	19
24	-22	23
16	-14	21
20	-18	-36
30	-28	29
18	-16	59
19	-17	19
29	-24	24
16	-14	-1
21	-15	4
21	-15	4
25	-23	33
16	-15	8
38	-15	20
34	-32	33
18	-19	7
46	-44	73
26	-24	25
31	-16	35
18	-16	17
30	-18	26
31	-29	30
39	-37	38
15	-14	-2
12	-14	6
17	-15	8
25	-15	121
16	-14	-14
35	-33	34
19	-17	16
19	-17	16
23	-14	4
22	-19	-74
35	-44	89
20	-18	-10
22	-17	-7
19	-14	-67
19	-17	18
19	-17	64
18	-19	-13
18	-16	15
20	-17	18
27	-25	26
33	-31	32
23	-17	18
16	-14	113
20	-14	-71
33	-31	32
16	-14	9
19	-17	18
17	-15	16
17	-15	-15
26	-24	70
42	-18	-84
22	-20	21
23	-21	-102
23	-21	22
18	-16	-42
24	-22	17
22	-16	12
22	-37	41
13	-14	-5
18	-18	20
14	-15	24
127	-38	128
23	-14	55
27	-25	26
23	-21	54
17	-15	16
19	-17	51
11	-16	23
21	-14	11
13	-15	32
25	-23	24
17	-18	12
19	-14	20
19	-14	20
32	-18	38
27	-25	26
27	-25	26
16	-14	15
19	-17	20
30	-28	29
26	-24	25
124	-18	111
28	-14	-7
17	-16	93
177	-75	112
55	-53	-4
2	-17	140
18	-16	39
23	-14	19
17	-15	14
16	-20	27
25	-23	24
38	-36	37
11	-16	-100
33	-32	39
36	-34	35
115	-14	16
34	-32	39
16	-14	10
19	-14	13
16	-14	16
28	-26	27
35	-33	-28
40	-38	39
16	-14	14
68	-66	67
35	-33	34
19	-14	76
16	-14	-35
23	-16	27
16	-14	40
32	-30	-24
30	-28	29
40	-38	39
25	-23	24
35	-33	33
70	-68	69
-1	-16	48
18	-15	9
35	-33	34
41	-39	40
19	-17	-2
26	-18	70
22	-14	158
17	-20	20
18	-16	-59
36	-83	74
119	-16	26
24	-22	23
19	-17	-63
17	-15	-34
23	-21	23
16	-20	13
21	-14	13
36	-34	89
32	-27	30
17	-15	40
22	-20	21
20	-14	18
32	-25	27
24	-22	23
20	-22	33
32	-22	31
116	-14	112
28	-26	104
24	-19	15
39	-36	37
14	-14	23
17	-15	46
24	-20	-22
17	-15	151
17	-15	16
20	-18	19
25	-23	24
10	-15	17
21	-22	-59
29	-27	28
30	-28	29
17	-14	4
13	-16	39
45	-43	102
38	-36	37
17	-15	18
31	-29	30
26	-24	25
17	-15	13
20	-18	19
20	-18	19
10	-14	4
118	-22	43
12	-15	4
16	-14	14
31	-29	30
28	-26	27
31	-29	30
119	-83	77
93	-14	8
16	-14	35
13	-15	17
31	-29	30
19	-17	15
16	-20	27
35	-33	34
12	-14	-4
23	-15	-44
17	-15	22
16	-14	15
22	-20	21
14	-16	10
17	-14	21
39	-37	38
19	-17	18
34	-32	33
21	-16	119
20	-18	101
33	-31	32
37	-35	36
181	-79	80
24	-25	32
53	-51	69
53	-51	69
16	-14	36
36	-34	37
17	-15	16
29	-24	31
19	-17	-10
21	-19	20
33	-31	32
38	-25	35
23	-21	22
15	-16	38
23	-21	22
23	-21	22
27	-17	34
20	-17	28
16	-14	-48
36	-42	39
18	-18	15
18	-18	15
16	-14	-30
19	-16	12
30	-28	29
16	-14	10
17	-15	8
18	-15	27
142	-40	121
12	-15	6
27	-25	26
18	-16	16
33	-25	33
23	-21	-27
23	-21	-27
19	-14	8
16	-15	27
16	-14	-73
0	-16	33
30	-26	24
18	-14	-9
22	-21	21
29	-27	-10
135	-37	48
48	-43	48
17	-15	16
18	-14	26
24	-22	-22
43	-41	-7
20	-18	19
29	-27	88
20	-16	123
20	-16	123
15	-14	4
-1	-17	-5
16	-15	89
16	-15	89
20	-19	42
16	-15	147
26	-25	14
17	-15	16
27	-24	28
22	-20	-34
116	-14	191
21	-19	20
39	-37	85
124	-25	16
21	-19	20
32	-30	31
45	-31	40
16	-14	0
30	-16	62
17	-16	6
17	-15	16
32	-30	31
21	-19	20
23	-21	-115
52	-50	49
32	-30	-77
122	-20	21
21	-19	20
20	-18	21
23	-17	-103
25	-23	24
20	-18	44
19	-17	20
24	-22	23
16	-14	49
21	-19	-10
13	-16	42
17	-15	-24
29	-22	19
24	-22	23
52	-24	32
25	-23	24
11	-19	5
16	-14	-12
27	-25	26
30	-28	29
170	-69	58
34	-31	30
210	-91	98
10	-15	19
20	-18	17
17	-15	-112
21	-19	20
29	-27	28
19	-20	19
126	-28	29
30	-28	29
16	-16	23
31	-15	75
33	-19	11
22	-14	-54
37	-31	36
29	-14	4
17	-15	12
16	-14	-8
21	-19	-10
23	-21	19
15	-14	29
18	-16	-14
18	-16	17
8	-14	17
32	-30	31
17	-15	46
17	-15	16
24	-22	23
32	-19	22
42	-36	98
20	-18	19
29	-27	28
19	-16	12
19	-17	65
26	-26	28
16	-14	15
16	-14	15
19	-17	-111
16	-14	41
19	-17	49
23	-21	-8
34	-32	33
109	-18	40
37	-32	40
9	-15	28
16	-14	-35
18	-14	106
47	-30	31
32	-30	31
21	-14	23
20	-18	32
21	-27	28
15	-22	23
38	-36	80
16	-14	11
-8	-15	-106
22	-18	72
33	-32	34
23	-21	-9
29	-27	28
11	-14	4
19	-17	18
17	-15	24
17	-15	35
25	-14	27
25	-14	27
20	-18	-4
34	-32	33
18	-16	12
33	-31	32
15	-14	-13
0	-18	-3
13	-14	-4
27	-25	28
17	-15	-106
18	-14	21
36	-35	36
25	-21	11
19	-15	142
16	-16	150
20	-14	-1
17	-15	-55
41	-25	40
40	-28	29
16	-14	35
33	-24	31
2	-20	-8
24	-15	23
22	-20	21
29	-27	52
55	-53	55
35	-33	34
22	-17	22
-3	-16	25
33	-31	32
22	-16	19
19	-21	6
12	-14	6
16	-14	15
73	-71	72
18	-16	17
25	-23	-42
23	-21	22
16	-14	15
58	-56	57
30	-28	29
30	-28	29
35	-25	30
35	-25	30
127	-54	98
99	-97	98
25	-23	24
17	-15	15
11	-14	-6
32	-30	33
32	-30	33
16	-14	26
14	-14	18
28	-16	36
8	-16	14
19	-17	-5
25	-24	16
17	-15	9
24	-15	33
16	-14	-3
16	-14	131
34	-32	33
14	-14	18
25	-23	28
42	-40	32
27	-17	-10
17	-20	6
16	-14	15
20	-18	17
24	-22	-7
21	-14	29
19	-17	5
22	-14	-16
23	-21	22
12	-16	15
17	-15	37
186	-84	73
18	-16	20
18	-16	20
16	-14	-54
14	-15	107
14	-14	116
17	-15	-56
25	-23	24
105	-18	28
21	-26	28
16	-14	54
12	-16	6
27	-25	26
17	-16	9
23	-24	26
20	-18	16
17	-17	109
17	-17	109
16	-21	7
20	-15	68
16	-14	23
-2	-16	-47
20	-17	56
39	-33	33
22	-20	21
16	-14	-77
16	-14	-77
32	-30	31
15	-14	11
25	-23	27
25	-23	27
15	-17	14
22	-20	13
54	-52	53
11	-14	6
21	-14	10
19	-17	18
28	-24	12
17	-15	16
12	-14	30
18	-16	13
17	-14	49
31	-29	30
27	-22	100
29	-27	32
34	-30	36
19	-17	18
34	-32	33
-2	-14	45
24	-15	10
110	-16	-107
39	-26	29
32	-21	24
30	-19	6
24	-25	20
34	-32	33
17	-15	1
25	-16	10
32	-30	31
32	-15	27
23	-16	21
35	-33	37
14	-14	8
32	-30	31
33	-32	29
23	-21	22
22	-20	21
46	-44	45
17	-14	21
16	-14	18
13	-14	22
23	-21	22
26	-21	70
31	-29	30
35	-21	20
14	-21	24
13	-14	32
35	-33	34
22	-20	12
22	-20	-10
21	-17	-39
17	-15	16
24	-22	-15
22	-20	70
17	-15	149
21	-19	22
16	-14	16
25	-23	103
82	-80	82
24	-21	4
2	-14	-13
138	-41	42
17	-15	-3
59	-57	58
25	-23	-34
12	-14	79
25	-23	24
26	-24	19
19	-17	18
22	-20	26
16	-15	21
119	-20	25
18	-16	8
34	-15	6
31	-29	30
29	-27	-43
33	-31	32
17	-14	-116
32	-30	31
16	-14	18
21	-19	-11
17	-15	16
31	-22	24
17	-15	16
21	-19	20
17	-15	16
19	-22	15
32	-30	31
12	-14	20
20	-18	46
21	-19	20
18	-22	46
17	-14	156
123	-29	40
33	-31	40
24	-22	23
31	-27	26
31	-29	30
16	-14	24
17	-15	11
20	-18	22
29	-21	32
20	-18	20
28	-26	27
16	-14	13
24	-18	23
28	-26	27
18	-15	8
20	-18	30
17	-15	16
17	-15	16
26	-17	142
17	-15	16
153	-44	61
17	-21	-17
43	-41	137
25	-23	24
20	-14	8
22	-20	21
43	-41	42
28	-26	27
17	-15	13
25	-19	23
18	-16	94
17	-18	20
20	-18	43
12	-15	23
23	-21	15
19	-14	20
18	-16	18
15	-14	83
15	-16	6
24	-22	23
27	-25	26
17	-15	16
24	-22	23
115	-15	96
16	-14	39
26	-23	25
231	-189	205
16	-14	18
122	-24	40
33	-31	32
27	-24	29
27	-25	26
17	-15	-107
19	-17	51
18	-16	22
43	-41	42
25	-23	-42
18	-15	21
16	-14	15
18	-15	25
18	-15	25
17	-15	16
36	-28	35
17	-15	16
20	-17	24
17	-15	16
-67	-14	-42
28	-26	27
13	-14	30
24	-22	23
16	-14	34
61	-59	60
23	-21	133
20	-15	-2
20	-15	-2
21	-19	20
30	-28	29
6	-14	5
21	-19	-27
26	-24	25
70	-68	69
36	-26	33
36	-26	33
29	-14	-2
15	-15	35
18	-16	17
16	-14	15
21	-21	61
28	-26	27
24	-22	23
21	-14	44
30	-28	30
41	-39	40
31	-19	76
18	-16	17
19	-17	21
23	-14	40
27	-25	26
44	-39	50
42	-41	95
42	-41	95
21	-14	31
18	-18	18
29	-27	28
19	-21	-44
21	-19	-22
17	-15	128
37	-35	36
26	-24	-34
23	-21	96
19	-24	22
16	-14	38
20	-18	24
27	-25	26
14	-14	15
31	-29	30
33	-31	32
16	-14	12
14	-16	-8
136	-29	101
22	-20	-13
18	-15	-7
57	-38	59
27	-25	26
35	-33	34
14	-14	18
25	-23	24
123	-30	55
23	-21	71
17	-17	10
21	-17	76
26	-24	25
15	-16	66
20	-14	26
16	-14	-76
30	-21	55
25	-14	26
16	-14	15
42	-40	41
39	-28	41
27	-25	26
31	-29	30
23	-21	148
26	-24	25
31	-29	30
23	-21	22
17	-15	16
27	-25	25
25	-23	24
12	-14	20
18	-16	21
17	-15	-21
26	-17	12
22	-16	23
21	-19	20
21	-36	74
28	-26	27
29	-27	26
29	-27	26
19	-17	18
18	-14	24
16	-14	10
25	-29	30
17	-15	16
22	-27	28
26	-17	58
23	-21	22
27	-25	25
17	-16	98
18	-16	-41
42	-38	157
38	-36	36
14	-15	-22
20	-19	-20
20	-19	-20
20	-15	38
16	-14	127
21	-19	20
48	-46	39
21	-18	24
21	-18	24
19	-20	19
13	-15	2
42	-40	161
36	-29	32
36	-29	32
17	-14	25
28	-26	27
12	-14	18
31	-29	-20
29	-27	28
26	-24	25
21	-19	20
16	-14	63
17	-14	4
28	-26	85
17	-15	-14
17	-15	35
430	-186	179
19	-18	18
41	-39	40
23	-21	22
21	-18	12
19	-17	27
26	-21	-31
16	-14	15
23	-17	46
17	-15	16
26	-24	18
47	-31	46
20	-18	19
29	-27	28
17	-15	16
34	-32	33
15	-16	9
29	-24	26
160	-59	90
273	-89	190
26	-18	-70
26	-24	25
25	-23	24
31	-29	30
22	-14	18
26	-24	25
16	-14	-37
119	-17	31
16	-14	18
21	-15	-51
31	-24	30
264	-93	197
24	-16	10
25	-23	24
15	-17	76
10	-15	8
21	-19	16
15	-14	17
20	-15	10
32	-30	31
23	-21	-6
34	-32	33
19	-17	18
17	-15	16
19	-17	20
17	-15	17
14	-18	10
25	-23	-63
16	-14	132
17	-15	16
21	-19	20
29	-27	-46
175	-84	179
30	-29	86
25	-23	24
18	-16	12
17	-15	5
25	-23	20
23	-21	23
18	-15	-13
21	-19	-20
115	-14	-71
21	-15	13
36	-34	35
29	-27	28
17	-15	-1
21	-19	20
25	-23	24
35	-40	37
21	-20	-93
18	-16	-103
40	-22	27
40	-38	39
19	-14	46
32	-30	31
19	-21	19
18	-16	18
13	-16	19
32	-30	-19
119	-24	38
21	-19	20
20	-21	26
61	-25	76
25	-19	20
24	-22	23
25	-23	-34
18	-16	8
17	-15	70
37	-27	28
30	-28	80
134	-18	58
17	-15	-56
38	-36	37
1	-15	-48
19	-17	18
70	-68	69
18	-16	-35
17	-20	-55
17	-14	81
17	-14	81
19	-17	18
17	-15	-19
22	-20	53
21	-19	20
20	-14	12
15	-14	31
30	-28	29
15	-14	-7
18	-16	-31
17	-15	16
123	-38	54
23	-20	0
18	-15	-12
31	-20	28
34	-32	33
13	-15	74
13	-15	74
19	-17	22
38	-36	37
19	-17	18
176	-74	63
22	-20	21
23	-21	22
28	-26	27
54	-52	53
18	-16	20
77	-77	87
17	-15	-9
24	-22	23
18	-16	17
17	-15	-28
60	-58	59
16	-14	-38
16	-14	-38
23	-17	7
17	-15	20
28	-26	27
21	-17	20
20	-18	19
16	-16	-5
27	-25	26
11	-15	18
25	-21	21
16	-14	-63
17	-15	7
17	-15	16
18	-16	43
19	-17	18
22	-27	33
28	-24	29
41	-39	40
-9	-17	20
23	-17	70
23	-17	70
17	-15	79
20	-18	19
16	-14	-4
29	-17	61
17	-15	16
25	-23	25
35	-25	29
31	-23	31
17	-15	-6
19	-17	-62
36	-34	35
19	-17	-9
22	-20	21
13	-16	4
17	-15	25
15	-14	-2
28	-15	24
21	-19	20
19	-17	55
16	-14	18
29	-27	28
23	-21	78
32	-30	142
58	-56	44
27	-24	24
41	-33	40
41	-33	40
30	-28	29
20	-18	19
17	-15	16
27	-18	17
17	-15	38
46	-35	31
19	-18	117
18	-16	-11
14	-14	16
14	-14	16
39	-34	35
32	-30	31
20	-18	19
24	-22	23
20	-15	-26
44	-42	43
26	-24	-9
27	-25	26
30	-28	25
16	-14	-60
5	-19	20
26	-24	25
17	-15	16
17	-15	16
18	-16	17
21	-16	11
21	-15	144
39	-37	38
17	-15	134
17	-15	8
16	-14	40
17	-15	76
17	-15	76
22	-19	-74
15	-14	104
35	-44	89
18	-19	-36
18	-19	-36
550	-547	555
22	-17	-7
17	-15	18
27	-25	23
20	-14	53
16	-14	9
16	-14	9
34	-25	24
19	-17	18
16	-14	14
17	-15	16
22	-20	21
17	-14	-90
25	-23	78
16	-14	20
19	-17	18
24	-22	17
13	-14	-5
19	-17	10
39	-33	39
19	-17	88
17	-15	16
16	-14	10
36	-34	35
19	-17	18
13	-15	32
32	-21	27
42	-40	41
20	-17	19
52	-50	-72
17	-15	16
18	-16	26
30	-28	29
27	-25	26
39	-37	38
28	-26	27
30	-28	29
47	-45	46
28	-14	-7
18	-15	15
20	-15	37
16	-20	27
41	-41	47
22	-20	127
103	-73	93
38	-36	37
11	-16	-100
14	-14	65
16	-14	16
28	-26	27
27	-25	26
21	-19	20
67	-65	67
41	-39	40
29	-14	-112
19	-17	20
23	-16	27
19	-17	18
131	-30	31
32	-30	31
41	-30	37
36	-34	35
18	-16	38
19	-15	19
19	-17	-2
29	-27	31
34	-32	33
28	-26	27
19	-17	51
36	-83	74
34	-32	33
26	-24	25
24	-22	23
30	-28	29
19	-17	157
17	-15	16
24	-22	23
17	-15	16
23	-21	22
16	-14	18
30	-24	29
21	-14	33
16	-14	83
112	-15	16
148	-49	50
36	-20	45
24	-26	17
17	-15	18
16	-14	-10
20	-15	130
14	-14	23
1	-16	-97
17	-15	16
26	-24	117
17	-15	13
25	-23	24
17	-14	4
21	-19	21
13	-16	39
46	-44	-12
17	-15	16
38	-36	37
19	-17	30
28	-26	27
24	-22	23
18	-15	82
46	-33	44
33	-31	32
22	-15	-77
12	-15	4
20	-14	18
119	-83	77
23	-21	22
16	-14	42
50	-48	-48
137	-38	-2
101	-16	46
12	-14	-4
18	-16	22
40	-38	39
20	-18	19
22	-20	21
15	-17	10
35	-40	40
36	-34	35
56	-54	55
38	-36	37
33	-31	32
17	-15	16
36	-34	35
33	-31	32
17	-15	16
36	-34	37
21	-19	20
21	-19	20
23	-21	22
31	-29	30
15	-16	38
23	-21	22
69	-67	68
25	-23	24
17	-21	19
17	-15	16
18	-15	27
12	-15	6
33	-31	32
16	-14	18
15	-14	-34
15	-14	-34
16	-14	-13
16	-15	27
122	-21	29
18	-16	17
34	-32	33
8	-16	25
135	-37	48
16	-14	66
18	-16	-134
18	-16	-10
31	-14	27
18	-17	15
16	-17	-27
16	-17	-27
20	-16	123
20	-16	123
19	-17	-42
33	-23	24
-1	-17	-5
20	-19	42
139	-38	76
28	-26	27
21	-15	-6
29	-27	16
25	-17	28
27	-23	28
45	-31	40
36	-23	31
35	-33	135
16	-14	0
30	-16	62
17	-16	6
22	-20	21
17	-15	16
20	-16	10
19	-17	18
16	-14	-56
23	-17	-103
25	-23	24
24	-17	25
26	-24	25
23	-18	115
13	-16	42
32	-19	-1
17	-15	-24
27	-25	26
14	-18	39
16	-14	-25
19	-17	17
16	-14	33
13	-16	10
16	-14	-65
210	-91	98
121	-19	236
10	-15	19
33	-31	-42
31	-29	28
21	-19	20
29	-27	28
39	-37	38
33	-31	32
29	-14	4
15	-14	29
8	-14	17
3	-18	108
18	-16	11
16	-14	34
22	-18	17
20	-14	16
18	-16	15
18	-16	15
27	-27	28
25	-23	24
16	-14	2
23	-21	22
39	-37	38
10	-16	30
19	-15	-11
42	-40	41
25	-23	24
22	-18	72
40	-27	48
11	-14	4
28	-26	62
125	-23	128
25	-14	27
38	-36	32
0	-18	-3
17	-15	16
25	-23	24
16	-14	-4
22	-20	21
17	-15	-7
19	-17	20
16	-14	12
17	-15	-107
17	-15	-107
17	-15	-55
34	-14	19
40	-28	29
19	-17	65
29	-27	63
27	-25	26
29	-27	52
15	-14	18
34	-22	-118
30	-28	55
30	-28	34
22	-17	22
33	-31	32
28	-26	30
17	-15	39
19	-17	18
-32	-16	21
12	-14	6
26	-24	25
20	-14	18
19	-17	18
28	-26	27
32	-30	-6
27	-25	26
31	-29	30
21	-19	-14
24	-22	23
31	-29	30
35	-25	30
35	-25	30
96	-94	98
11	-14	-6
43	-42	33
119	-139	104
18	-17	113
51	-49	50
27	-25	26
14	-14	18
28	-16	36
27	-25	26
16	-14	-20
32	-20	28
16	-14	-3
34	-32	33
14	-14	18
22	-15	10
17	-20	6
12	-16	33
16	-14	15
20	-18	17
13	-14	11
19	-17	5
34	-32	33
26	-24	25
14	-14	12
17	-15	37
36	-34	35
19	-17	20
17	-15	16
30	-18	44
14	-14	116
25	-23	24
15	-14	72
31	-29	30
24	-18	-38
12	-16	6
17	-15	16
43	-41	139
31	-29	30
24	-22	23
22	-20	21
19	-17	-9
12	-16	22
23	-23	23
22	-20	21
101	-17	111
30	-28	29
154	-20	130
17	-15	16
15	-23	20
183	-84	82
21	-14	10
16	-14	-108
21	-18	10
32	-30	109
32	-30	109
32	-30	31
50	-46	56
24	-14	-102
35	-19	30
12	-14	30
13	-14	-54
17	-15	16
22	-20	21
29	-27	28
19	-19	16
42	-37	-24
36	-34	109
35	-24	29
24	-15	10
30	-28	-18
21	-19	20
32	-18	13
31	-20	22
30	-19	6
34	-32	33
17	-15	-110
-2	-14	34
21	-17	16
21	-15	12
13	-14	-75
25	-16	10
22	-23	118
14	-14	8
27	-25	26
37	-35	36
20	-18	43
13	-16	25
17	-14	21
18	-20	-105
19	-17	50
16	-14	18
13	-14	22
21	-19	47
30	-28	27
31	-29	30
30	-28	22
28	-26	27
13	-14	32
22	-20	-77
20	-18	-24
115	-16	19
22	-20	21
18	-15	62
24	-16	23
59	-57	58
27	-25	88
33	-31	32
35	-33	-27
127	-26	103
29	-24	104
29	-24	104
34	-15	6
51	-49	50
31	-29	30
29	-27	28
26	-24	25
22	-26	22
17	-15	60
10	-16	4
383	-204	250
23	-21	-97
11	-15	22
24	-22	92
17	-14	156
26	-28	26
19	-14	-76
25	-23	24
31	-25	66
31	-25	66
24	-18	23
24	-22	23
18	-15	8
17	-15	16
17	-15	16
22	-16	-56
30	-20	102
17	-15	16
153	-44	61
20	-17	42
25	-23	24
29	-27	28
22	-20	21
13	-15	54
12	-15	23
19	-14	20
16	-15	18
18	-14	13
27	-25	26
15	-16	-64
20	-16	20
14	-14	1
14	-14	1
231	-189	205
34	-32	33
25	-23	85
20	-18	77
16	-14	18
35	-33	34
17	-15	16
26	-23	28
24	-22	23
25	-21	26
17	-15	-36
37	-35	36
36	-28	35
21	-15	138
24	-14	-97
13	-14	30
24	-22	23
56	-54	50
20	-17	43
28	-14	18
35	-27	29
25	-16	41
